event_id,event_type,gid,date,n_counterparties,sum_kzt,counterparties,description
T00539,fast_transit,100000003854444100,2026-07-30,0,30000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00540,fast_transit,100000004156082100,2026-07-30,0,20500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00541,fast_transit,100000004160650100,2026-07-30,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00542,sync_out,100000004351795100,2026-07-30,5,240760.00000000,100000002217161100;100000003971049100;100000007382152100;100000008603629100;100000008731444100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00543,fast_transit,100000008172352100,2026-07-30,0,11765.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00544,fast_transit,100000008213966100,2026-07-30,0,19004.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00545,sync_out,100000008460102100,2026-07-30,5,44300.00000000,100000002635746100;100000004263867100;100000006412162100;100000006491963100;100000008692291100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00546,fast_transit,100000008461532100,2026-07-30,0,560000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00547,fast_transit,100000008477350100,2026-07-30,0,93400.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00548,fast_transit,100000008603629100,2026-07-30,0,189250.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00549,fast_transit,100000008731444100,2026-07-30,0,60000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00550,sync_out,100000008742053100,2026-07-30,5,691000.00000000,100000001303311100;100000001537524100;100000003037476100;100000004403641100;100000008699083100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00551,fast_transit,100000008748914100,2026-07-30,0,85000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00552,burst,100000000332284100,2026-07-31,5,65726.00000000,,Всплеск относительно среднего по активным дням.
T00553,sync_in,100000000332284100,2026-07-31,3,49226.00000000,100000004475818100;100000005048668100;100000008304139100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00554,fast_transit,100000000437046100,2026-07-31,0,1586.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00555,fast_transit,100000001887715100,2026-07-31,0,750000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00556,sync_in,100000001887715100,2026-07-31,3,1331500.00000000,100000008710843100;100000008759857100;100000008760098100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00557,fast_transit,100000002217161100,2026-07-31,0,8000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00558,fast_transit,100000002628576100,2026-07-31,0,539000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00559,sync_in,100000002793881100,2026-07-31,3,785600.00000000,100000008547948100;100000008710791100;100000008752616100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00560,fast_transit,100000002849158100,2026-07-31,0,723000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00561,sync_in,100000002849158100,2026-07-31,3,723000.00000000,100000008512827100;100000008547948100;100000008710791100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00562,sync_in,100000002956769100,2026-07-31,3,840000.00000000,100000008512827100;100000008517538100;100000008742053100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00563,fast_transit,100000004156082100,2026-07-31,0,72000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00564,sync_out,100000004156082100,2026-07-31,7,617787.00000000,100000000795129100;100000001138376100;100000003927792100;100000004993576100;100000005287097100;100000006518161100;100000007281639100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00565,fast_transit,100000004820260100,2026-07-31,0,25000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00566,fast_transit,100000005287097100,2026-07-31,0,16450.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00567,fast_transit,100000005339662100,2026-07-31,0,25000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00568,fast_transit,100000006518161100,2026-07-31,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00569,fast_transit,100000007629096100,2026-07-31,0,500000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00570,fast_transit,100000008512827100,2026-07-31,0,43439.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00571,fast_transit,100000008731444100,2026-07-31,0,84032.20000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00572,fast_transit,100000008758168100,2026-07-31,0,65410.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
