cycle_id,length,cycle_type,path,min_edge_kzt,total_kzt,has_seed,time_consistent
C01271,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000005048668100→100000008603629100→100000004351795100→100000003242289100,10168.00000000,201096.00000000,False,True
C01272,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000005910114100→100000006866783100→100000004351795100→100000003242289100,24510.00000000,504794.00000000,True,False
C01273,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000005910114100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,451720.00000000,False,False
C01274,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000007593823100→100000008346837100→100000004351795100→100000003242289100,5800.00000000,148821.00000000,False,False
C01275,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000008304139100→100000006866783100→100000004351795100→100000003242289100,24510.00000000,360015.00000000,True,False
C01276,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000008304139100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,331029.00000000,False,False
C01277,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000008587459100→100000006866783100→100000004351795100→100000003242289100,24510.00000000,397921.00000000,True,False
C01278,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000008686313100→100000006866783100→100000004351795100→100000003242289100,24510.00000000,300431.00000000,True,False
C01279,6,cycle,100000003242289100→100000004140487100→100000004400305100→100000008686313100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,263845.00000000,False,True
C01280,6,cycle,100000003242289100→100000004140487100→100000008603629100→100000007639767100→100000006866783100→100000004351795100→100000003242289100,10000.00000000,193636.00000000,True,False
C01281,6,cycle,100000003242289100→100000004140487100→100000008603629100→100000008686313100→100000006866783100→100000004351795100→100000003242289100,20000.00000000,283707.00000000,True,False
C01282,6,cycle,100000003242289100→100000008304139100→100000005782781100→100000004847758100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,268705.00000000,False,False
C01283,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000004070318100→100000008346837100→100000004351795100→100000003242289100,29511.00000000,440865.00000000,True,False
C01284,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000004070318100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,396839.00000000,True,False
C01285,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000004390333100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,414739.00000000,True,False
C01286,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000004847758100→100000008603629100→100000004351795100→100000003242289100,18775.00000000,369763.00000000,True,False
C01287,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000007639767100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,430256.00000000,True,False
C01288,6,cycle,100000003242289100→100000008304139100→100000006866783100→100000008686313100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,589669.00000000,True,False
C01289,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000003968044100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,360988.00000000,False,False
C01290,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000005910114100→100000006866783100→100000004351795100→100000003242289100,49000.00000000,651653.00000000,True,False
C01291,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000005910114100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,598579.00000000,False,False
C01292,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000007593823100→100000008346837100→100000004351795100→100000003242289100,5800.00000000,247881.00000000,False,False
C01293,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000007639767100→100000006866783100→100000004351795100→100000003242289100,10000.00000000,295279.00000000,True,False
C01294,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000007639767100→100000008603629100→100000004351795100→100000003242289100,16305.00000000,339543.00000000,False,False
C01295,6,cycle,100000003242289100→100000008304139100→100000008477350100→100000008086440100→100000008603629100→100000004351795100→100000003242289100,22418.00000000,488621.00000000,False,False
C01296,6,cycle,100000003242289100→100000008304139100→100000008587459100→100000006866783100→100000004351795100→100000008512552100→100000003242289100,49000.00000000,1019365.00000000,True,False
C01297,6,cycle,100000003242289100→100000008304139100→100000008603629100→100000007639767100→100000006866783100→100000004351795100→100000003242289100,10000.00000000,401696.00000000,True,False
C01298,6,cycle,100000003242289100→100000008304139100→100000008603629100→100000008686313100→100000006866783100→100000004351795100→100000003242289100,48100.00000000,491767.00000000,True,False
C01299,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004070318100→100000008603629100→100000003582677100,9000.00000000,121778.00000000,False,False
C01300,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004390333100→100000008603629100→100000003582677100,9000.00000000,154459.00000000,False,False
C01301,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000004847758100→100000008603629100→100000003582677100,9000.00000000,164719.00000000,False,False
C01302,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000005048668100→100000008603629100→100000003582677100,9000.00000000,150820.00000000,False,False
C01303,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000005910114100→100000008603629100→100000003582677100,9000.00000000,401444.00000000,False,False
C01304,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000008304139100→100000008603629100→100000003582677100,9000.00000000,280753.00000000,False,False
C01305,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000004400305100→100000008686313100→100000008603629100→100000003582677100,9000.00000000,213569.00000000,False,False
C01306,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000005782781100→100000004847758100→100000008603629100→100000003582677100,10000.00000000,150869.00000000,False,False
C01307,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004070318100→100000008603629100→100000003582677100,10000.00000000,222003.00000000,True,False
C01308,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004351795100→100000008603629100→100000003582677100,10000.00000000,277556.00000000,True,False
C01309,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004390333100→100000008603629100→100000003582677100,10000.00000000,239903.00000000,True,False
C01310,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000004847758100→100000008603629100→100000003582677100,10000.00000000,194927.00000000,True,False
C01311,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000007639767100→100000008603629100→100000003582677100,10000.00000000,255420.00000000,True,False
C01312,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000008304139100→100000008603629100→100000003582677100,10000.00000000,316719.00000000,True,False
C01313,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000006866783100→100000008686313100→100000008603629100→100000003582677100,10000.00000000,414833.00000000,True,False
C01314,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000004351795100→100000008603629100→100000003582677100,10000.00000000,285163.00000000,False,False
C01315,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000005048668100→100000008603629100→100000003582677100,6500.00000000,250152.00000000,False,False
C01316,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008346837100→100000005910114100→100000008603629100→100000003582677100,10000.00000000,503285.00000000,False,False
C01317,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000003968044100→100000008603629100→100000003582677100,10000.00000000,328652.00000000,False,False
C01318,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000005910114100→100000008603629100→100000003582677100,10000.00000000,566243.00000000,False,False
C01319,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000007639767100→100000008603629100→100000003582677100,10000.00000000,307207.00000000,False,False
C01320,6,cycle,100000003582677100→100000008111003100→100000003796063100→100000008477350100→100000008086440100→100000008603629100→100000003582677100,10000.00000000,456285.00000000,False,False
C01321,6,cycle,100000003796063100→100000004400305100→100000004070318100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,275084.00000000,False,False
C01322,6,cycle,100000003796063100→100000004400305100→100000004070318100→100000008346837100→100000007593823100→100000008111003100→100000003796063100,5000.00000000,149059.00000000,False,False
C01323,6,cycle,100000003796063100→100000004400305100→100000004070318100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,288983.00000000,False,False
C01324,6,cycle,100000003796063100→100000004400305100→100000004070318100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,119000.00000000,False,False
C01325,6,cycle,100000003796063100→100000004400305100→100000004390333100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,299790.00000000,False,False
C01326,6,cycle,100000003796063100→100000004400305100→100000004390333100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,129807.00000000,False,False
C01327,6,cycle,100000003796063100→100000004400305100→100000005048668100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,7000.00000000,209193.00000000,False,False
C01328,6,cycle,100000003796063100→100000004400305100→100000005048668100→100000008346837100→100000007593823100→100000008111003100→100000003796063100,5000.00000000,83168.00000000,False,False
C01329,6,cycle,100000003796063100→100000004400305100→100000005052998100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,278883.00000000,False,False
C01330,6,cycle,100000003796063100→100000004400305100→100000005052998100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,108900.00000000,False,False
C01331,6,cycle,100000003796063100→100000004400305100→100000007593823100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,5800.00000000,207825.00000000,False,False
C01332,6,cycle,100000003796063100→100000004400305100→100000008304139100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,347084.00000000,False,False
C01333,6,cycle,100000003796063100→100000004400305100→100000008304139100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,177101.00000000,False,False
C01334,6,cycle,100000003796063100→100000004400305100→100000008686313100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,9000.00000000,349200.00000000,False,False
C01335,6,cycle,100000003796063100→100000004400305100→100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,9000.00000000,179217.00000000,False,False
C01336,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000004400305100→100000005910114100→100000008111003100→100000003796063100,19800.00000000,336209.00000000,True,False
C01337,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000004400305100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,214025.00000000,True,False
C01338,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,35000.00000000,375309.00000000,True,False
C01339,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000008346837100→100000007593823100→100000008111003100→100000003796063100,5000.00000000,249284.00000000,True,False
C01340,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,25000.00000000,389208.00000000,True,False
C01341,6,cycle,100000003796063100→100000006866783100→100000004070318100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,219225.00000000,True,False
C01342,6,cycle,100000003796063100→100000006866783100→100000004390333100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,35000.00000000,385234.00000000,True,False
C01343,6,cycle,100000003796063100→100000006866783100→100000004390333100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,215251.00000000,True,False
C01344,6,cycle,100000003796063100→100000006866783100→100000007639767100→100000004400305100→100000005910114100→100000008111003100→100000003796063100,10000.00000000,284702.00000000,True,False
C01345,6,cycle,100000003796063100→100000006866783100→100000007639767100→100000004400305100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,162518.00000000,True,False
C01346,6,cycle,100000003796063100→100000006866783100→100000008304139100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,23567.00000000,383050.00000000,True,False
C01347,6,cycle,100000003796063100→100000006866783100→100000008304139100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,213067.00000000,True,False
C01348,6,cycle,100000003796063100→100000006866783100→100000008443341100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,17000.00000000,340983.00000000,True,False
C01349,6,cycle,100000003796063100→100000006866783100→100000008443341100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,171000.00000000,True,False
C01350,6,cycle,100000003796063100→100000006866783100→100000008686313100→100000008477350100→100000005910114100→100000008111003100→100000003796063100,25800.00000000,550464.00000000,True,False
C01351,6,cycle,100000003796063100→100000006866783100→100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,380481.00000000,True,False
C01352,6,cycle,100000003796063100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000008111003100→100000003796063100,5800.00000000,324825.00000000,False,False
C01353,6,cycle,100000003796063100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000008111003100→100000003796063100,10000.00000000,336489.00000000,False,False
C01354,6,cycle,100000003796063100→100000008477350100→100000007639767100→100000004400305100→100000007593823100→100000008111003100→100000003796063100,10000.00000000,214305.00000000,False,False
C01355,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000004070318100→100000008477350100→100000003968044100,10000.00000000,217722.00000000,False,False
C01356,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000008477350100→100000003968044100,10000.00000000,228529.00000000,False,False
C01357,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000005052998100→100000008477350100→100000003968044100,9500.00000000,207622.00000000,False,False
C01358,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000008477350100→100000003968044100,10000.00000000,275823.00000000,False,False
C01359,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000004400305100→100000008686313100→100000008477350100→100000003968044100,10000.00000000,277939.00000000,False,False
C01360,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000004070318100→100000008477350100→100000003968044100,10000.00000000,259447.00000000,True,False
C01361,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000004390333100→100000008477350100→100000003968044100,10000.00000000,255473.00000000,True,False
C01362,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000008304139100→100000008477350100→100000003968044100,10000.00000000,253289.00000000,True,False
C01363,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000008443341100→100000008477350100→100000003968044100,10000.00000000,211222.00000000,True,False
C01364,6,cycle,100000003968044100→100000008603629100→100000007639767100→100000006866783100→100000008686313100→100000008477350100→100000003968044100,10000.00000000,420703.00000000,True,False
C01365,6,cycle,100000003968044100→100000008603629100→100000008686313100→100000006866783100→100000004070318100→100000008477350100→100000003968044100,25000.00000000,349518.00000000,True,False
C01366,6,cycle,100000003968044100→100000008603629100→100000008686313100→100000006866783100→100000004390333100→100000008477350100→100000003968044100,40000.00000000,345544.00000000,True,False
C01367,6,cycle,100000003968044100→100000008603629100→100000008686313100→100000006866783100→100000008304139100→100000008477350100→100000003968044100,23567.00000000,343360.00000000,True,False
C01368,6,cycle,100000003968044100→100000008603629100→100000008686313100→100000006866783100→100000008443341100→100000008477350100→100000003968044100,17000.00000000,301293.00000000,True,False
C01369,6,cycle,100000004070318100→100000004400305100→100000004390333100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,18807.00000000,526011.00000000,True,False
C01370,6,cycle,100000004070318100→100000004400305100→100000004390333100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,169637.00000000,True,False
C01371,6,cycle,100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,197054.00000000,True,False
C01372,6,cycle,100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,18807.00000000,287125.00000000,True,False
C01373,6,cycle,100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,207314.00000000,True,False
C01374,6,cycle,100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,19800.00000000,297385.00000000,True,False
C01375,6,cycle,100000004070318100→100000004400305100→100000005048668100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,7000.00000000,435414.00000000,True,False
C01376,6,cycle,100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,193415.00000000,True,False
C01377,6,cycle,100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,10168.00000000,283486.00000000,True,False
C01378,6,cycle,100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,9500.00000000,505104.00000000,True,False
C01379,6,cycle,100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,9500.00000000,148730.00000000,True,False
C01380,6,cycle,100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,444039.00000000,True,False
C01381,6,cycle,100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,19800.00000000,534110.00000000,True,False
C01382,6,cycle,100000004070318100→100000004400305100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,5800.00000000,434046.00000000,True,False
C01383,6,cycle,100000004070318100→100000004400305100→100000008304139100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,19800.00000000,573305.00000000,True,False
C01384,6,cycle,100000004070318100→100000004400305100→100000008304139100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,216931.00000000,True,False
C01385,6,cycle,100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,323348.00000000,True,False
C01386,6,cycle,100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,19800.00000000,413419.00000000,True,False
C01387,6,cycle,100000004070318100→100000004400305100→100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,19800.00000000,575421.00000000,True,True
C01388,6,cycle,100000004070318100→100000004400305100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,219047.00000000,True,False
C01389,6,cycle,100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,256164.00000000,True,False
C01390,6,cycle,100000004070318100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,285126.00000000,True,False
C01391,6,cycle,100000004070318100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,220056.00000000,True,False
C01392,6,cycle,100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,247473.00000000,True,False
C01393,6,cycle,100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,202497.00000000,True,False
C01394,6,cycle,100000004070318100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,217872.00000000,True,False
C01395,6,cycle,100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,324289.00000000,True,False
C01396,6,cycle,100000004070318100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,175805.00000000,True,True
C01397,6,cycle,100000004070318100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,385286.00000000,True,False
C01398,6,cycle,100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,422403.00000000,True,False
C01399,6,cycle,100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,223292.00000000,False,False
C01400,6,cycle,100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,265017.00000000,True,False
C01401,6,cycle,100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,29511.00000000,355088.00000000,True,False
C01402,6,cycle,100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,6500.00000000,188281.00000000,False,True
C01403,6,cycle,100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6500.00000000,230006.00000000,True,True
C01404,6,cycle,100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,6500.00000000,320077.00000000,True,False
C01405,6,cycle,100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,449798.00000000,True,True
C01406,6,cycle,100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,441414.00000000,False,True
C01407,6,cycle,100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,483139.00000000,True,True
C01408,6,cycle,100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,48100.00000000,573210.00000000,True,False
C01409,6,cycle,100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,463697.00000000,True,False
C01410,6,cycle,100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,455313.00000000,False,False
C01411,6,cycle,100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,497038.00000000,True,False
C01412,6,cycle,100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,25000.00000000,587109.00000000,True,False
C01413,6,cycle,100000004070318100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,5800.00000000,439246.00000000,True,False
C01414,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004070318100,10000.00000000,194837.00000000,True,False
C01415,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004070318100,10000.00000000,450910.00000000,True,False
C01416,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004070318100,10000.00000000,306131.00000000,True,False
C01417,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008587459100→100000006866783100→100000004070318100,10000.00000000,344037.00000000,True,False
C01418,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008686313100→100000006866783100→100000004070318100,10000.00000000,246547.00000000,True,False
C01419,6,cycle,100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,16305.00000000,328073.00000000,True,False
C01420,6,cycle,100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,345355.00000000,False,True
C01421,6,cycle,100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,387080.00000000,True,True
C01422,6,cycle,100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000008686313100→100000006866783100→100000004070318100,25000.00000000,477151.00000000,True,False
C01423,6,cycle,100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004070318100,10000.00000000,200380.00000000,True,False
C01424,6,cycle,100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004070318100,10000.00000000,456453.00000000,True,False
C01425,6,cycle,100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004070318100,10000.00000000,311674.00000000,True,False
C01426,6,cycle,100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000008587459100→100000006866783100→100000004070318100,10000.00000000,349580.00000000,True,False
C01427,6,cycle,100000004070318100→100000008603629100→100000007639767100→100000004400305100→100000008686313100→100000006866783100→100000004070318100,10000.00000000,252090.00000000,True,False
C01428,6,cycle,100000004070318100→100000008603629100→100000008686313100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,202937.00000000,True,False
C01429,6,cycle,100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000004070318100,23126.00000000,572023.00000000,True,True
C01430,6,cycle,100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004070318100,10000.00000000,173924.00000000,False,False
C01431,6,cycle,100000004070318100→100000008603629100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004070318100,10000.00000000,215649.00000000,True,False
C01432,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000004390333100→100000006866783100→100000004351795100,10000.00000000,255933.00000000,True,False
C01433,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000005048668100→100000008346837100→100000004351795100,7000.00000000,157401.00000000,False,False
C01434,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000005910114100→100000006866783100→100000004351795100,10000.00000000,512006.00000000,True,False
C01435,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000004351795100,5800.00000000,156033.00000000,False,False
C01436,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008304139100→100000006866783100→100000004351795100,10000.00000000,367227.00000000,True,False
C01437,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008587459100→100000006866783100→100000004351795100,10000.00000000,405133.00000000,True,False
C01438,6,cycle,100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000008686313100→100000006866783100→100000004351795100,10000.00000000,307643.00000000,True,False
C01439,6,cycle,100000004351795100→100000008603629100→100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000004351795100,25800.00000000,627576.00000000,True,False
C01440,6,cycle,100000004351795100→100000008603629100→100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000004351795100,5800.00000000,223804.00000000,False,False
C01441,6,cycle,100000004351795100→100000008603629100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004351795100,10000.00000000,271202.00000000,True,False
C01442,6,cycle,100000004390333100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,173304.00000000,True,False
C01443,6,cycle,100000004390333100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,188679.00000000,True,False
C01444,6,cycle,100000004390333100→100000006866783100→100000008304139100→100000008603629100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,295096.00000000,True,False
C01445,6,cycle,100000004390333100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,146612.00000000,True,False
C01446,6,cycle,100000004390333100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,356093.00000000,True,False
C01447,6,cycle,100000004390333100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,393210.00000000,True,False
C01448,6,cycle,100000004390333100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,474504.00000000,True,False
C01449,6,cycle,100000004390333100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000004400305100→100000004390333100,10000.00000000,466120.00000000,False,False
C01450,6,cycle,100000004390333100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000006866783100→100000004390333100,10000.00000000,493064.00000000,True,False
C01451,6,cycle,100000004390333100→100000008477350100→100000005910114100→100000008603629100→100000008686313100→100000006866783100→100000004390333100,40000.00000000,583135.00000000,True,False
